,SPLCOLOR,SPLSHAPE,color,image_id,shape
1455,C48328,C48350,Pink,00093-7425-56_D727EBFF,Four-sided
1456,C48331,C48348,Orange,422910616,Round
1457,C48328,C48348,Pink,005550701,Round
1458,C48328,C48352,Pink,000493410,Four-sided
1459,C48325,C48345,Blue,000743062,Capsule-shape
1460,C48333,C48348,Blue,00056-0168-70_A013500A,Round
1461,C48325,C48348,White,003782777,Round
1462,C48325,C48348,White,510790868,Round
1463,C48332,C48345,Beige,604290063,Elliptical / Oval
1464,C48333,C48336,Blue,516600905,Capsule-shape
1465,C48325,C48348,White,00603-3213-28_7015B82D,Round
1466,C48325,C48348,White,003781052,Round
1467,C48325,C48345,White,000375001,Capsule-shape
1468,C48325,C48348,White,459630341,Round
1469,C48325;C48333,C48336,Blue & White,003784415,Capsule-shape
1470,C48334,C48345,Yellow,51285-0409-02_NLMIMAGE10_093584AC,Eight-sided
1471,C48325,C48345,White,246580163,Elliptical / Oval
1472,C48328,C48345,Pink,59762-1050-02_14040A30,Capsule-shape
1473,C48332,C48336,Brown,003782100,Capsule-shape
1474,C48333,C48345,Blue,00555087402,Elliptical / Oval
1475,C48325,C48336,White,604290981,Elliptical / Oval
1476,C48325,C48348,Yellow,688500012,Round
1477,C48325,C48345,White,605050083,Elliptical / Oval
1478,C48325,C48348,White,00093-7240-06_7F293FE9,Round
1479,C48325,C48348,White,633040621,Round
1480,C48325,C48345,White,621750617,Elliptical / Oval
1481,C48333,C48348,Blue,003782586,Round
1482,C48325,C48348,White,00093-2929-01_E52972BB,Round
1483,C48324;C48330,C48336,Gray / Yellow,000912489,Capsule-shape
1484,C48328,C48348,Pink,00591-0444-01_7807BC0D,Round
1485,C48332,C48348,Red,646790782,Round
1486,C48330,C48345,Yellow,00078-0472-34_1015885C,Elliptical / Oval
1487,C48325,C48345,White,003100284,Elliptical / Oval
1488,C48329,C48348,Green,003782025,Round
1489,C48325,C48348,White,762820251,Round
1490,C48333,C48345,Blue,604290389,Elliptical / Oval
1491,C48325,C48336,White,009045854,Round
1492,C48325,C48336,White,007812271,Capsule-shape
1493,C48325,C48348,White,00555-0484-01_092B84CC,Round
1494,C48329,C48345,Green,007815190,Capsule-shape
1495,C48325,C48345,White,00781-1497-31_AF0457D2,Elliptical / Oval
1496,C48331,C48336,Orange,00093738656,Capsule-shape
1497,C48328,C48348,Pink,51285005002,Round
1498,C48325,C48345,White,00093-0536-01_992B4CEA,Elliptical / Oval
1499,C48327,C48345,Purple,51285036901,Elliptical / Oval
1500,C48330,C48345,Yellow,00093-7286-89_D62FEB6F,Elliptical / Oval
1501,C48329,C48336,Green & White,435470253,Capsule-shape
1502,C48328,C48345,Pink,604290625,Elliptical / Oval
1503,C48328,C48345,Pink,2356c567-01dc-0827-e054-00144ff88e88,Capsule-shape
1504,C48325,C48345,White,00555086002,Elliptical / Oval
1505,C48332,C48336,Red & Yellow,00078-0176-15_B80EDC36,Capsule-shape
1506,C48329,C48345,Green,00378-1821-01_4D23A6AD,Capsule-shape
1507,C48329,C48348,Green,003785053,Round
1508,C48325,C48348,White,510790957,Round
1509,C48329,C48348,Green,510790582,Round
1510,C48330,C48348,Yellow,49884-0093-03_EE05777B,Round
1511,C48325,C48345,White,604290257,Elliptical / Oval
1512,C48325,C48348,White,633040313,Round
1513,C48325,C48345,White,55111-0163-30_NLMIMAGE10_0D3C86C4,Elliptical / Oval
1514,C48332,C48348,Brown,68462-0235-01_NLMIMAGE10_693B3489,Round
1515,C48325,C48345,White,63304-0504-01_9F12CF96,Elliptical / Oval
1516,C48325,C48348,White,009046208,Round
1517,C48328,C48336,Pink,523430074,Elliptical / Oval
1518,C48332,C48336,Brown & White,317220228,Capsule-shape
1519,C48325,C48348,White,001850032,Round
1520,C48325,C48348,White,63459054428,Round
1521,C48332,C48336,Orange,009046105,Capsule-shape
1522,C48325,C48345,White,00071-0157-23_4E1B2769,Elliptical / Oval
1523,C48325,C48348,White,00378-0186-01_5626AB25,Round
1524,C48325;C48329,C48336,Green / White,596300112,Capsule-shape
1525,C48325,C48348,White,001431176,Round
1526,C48324;C48325,C48336,Gray & White,00173-0790-01_D7196BFB,Capsule-shape
1527,C48333,C48336,Blue,007812258,Capsule-shape
1528,C48328,C48348,Pink,167140684,Round
1529,C48328;C48325,C48336,Pink & White,00093737201,Capsule-shape
1530,C48325,C48348,White,003780772,Round
1531,C48332,C48348,Brown,429370701,Round
1532,C48330,C48348,Yellow,007811785,Round
1533,C48331,C48348,Orange,001821113,Round
1534,C48331,C48348,Orange,597623740,Round
1535,C48332,C48336,Beige,651620617,Capsule-shape
1536,C48325,C48348,White,000876070,Round
1537,C48325,C48348,White,675440332,Round
1538,C48332,C48348,White,007811436,Round
1539,C48325,C48336,White / Green,60505-3848-01_NLMIMAGE10_37489BA4,Capsule-shape
1540,C48325,C48348,White,422910162,Round
1541,C48325,C48348,Blue,59148-0010-13_A015501A,Round
1542,C48331,C48336,Orange,003784010,Capsule-shape
1543,C48330,C48348,Peach,10542-0012-10_NLMIMAGE10_A70553AA,Round
1544,C48325,C48348,White,422910368,Round
1545,C48325,C48345,Orange,65862-0144-01_5E212F49,Round
1546,C48328,C48345,Pink,00378-1811-01_5123A8BD,Capsule-shape
1547,C48325,C48348,White,57664-0104-88_0B0405B0,Round
1548,C48325,C48336,White,131070001,Capsule-shape
1549,C48325;C48331;C48332,C48336,Orange & White,605050114,Capsule-shape
1550,C48325,C48348,Blue,00173-0777-02_B5195ABA,Six-sided
1551,C48325,C48345,White,675440024,Capsule-shape
1552,C48325;C48327,C48336,Purple / White,001872615,Capsule-shape
1553,C48330,C48348,Yellow,00093-0739-98_16158B5C,Round
1554,C48330,C48336,Yellow,005912880,Capsule-shape
1555,C48325,C48345,White,29300-0136-05_NLMIMAGE10_BD48DEF6,Elliptical / Oval
1556,C48325,C48348,White,006032338,Round
1557,C48325,C48345,White,00093-5964-01_NLMIMAGE10_D743EBAF,Elliptical / Oval
1558,C48333,C48348,Blue,510790944,Round
1559,C48325,C48348,White,604290362,Round
1560,C48331,C48348,Orange,675440338,Round
1561,C48325,C48345,White,003787098,Elliptical / Oval
1562,C48325,C48348,White,006035780,Round
1563,C48325,C48345,White,001730446,Elliptical / Oval
1564,C48325,C48348,Brown & Orange,162520542,Capsule-shape
1565,C48333,C48336,Blue,001872616,Capsule-shape
1566,C48328,C48348,Pink,005910860,Round
1567,C48325,C48348,White,005913331,Round
1568,C48325,C48345,White,23155-0228-01_NLMIMAGE10_7039B81D,Elliptical / Oval
1569,C48329,C48348,Green,609510653,Round
1570,C48325,C48348,White,00172364960,Round
1571,C48327,C48345,Purple,516724028,Elliptical / Oval
1572,C48331,C48336,Orange,422910625,Capsule-shape
1573,C48328,C48348,White,65862-0118-01_NLMIMAGE10_D146E8A7,Round
1574,C48330,C48345,Yellow,604290791,Elliptical / Oval
1575,C48330,C48345,Yellow,59762-4910-01_672133C9,Elliptical / Oval
1576,C48328,C48345,Pink,000090049,Elliptical / Oval
1577,C48325,C48348,White,498840065,Round
1578,C48328,C48348,Pink,530140975,Round
1579,C48325,C48345,White,000492750,Elliptical / Oval
1580,C48325,C48348,White,003780231,Round
1581,C48331,C48348,Yellow,64764-0805-30_191C8C94,Round
1582,C48325,C48336,White,43547-0226-50_NLMIMAGE10_AE40D766,Capsule-shape
1583,C48329,C48336,Green,576640425,Elliptical / Oval
1584,C48333,C48345,Blue,00378-1815-01_4423A22D,Capsule-shape
1585,C48325;C48325,C48336,Beige,605052504,Capsule-shape
1586,C48328,C48348,Orange,000935285,Round
1587,C48331,C48345,Orange,00093-7287-89_D22FE95F,Elliptical / Oval
1588,C48331;C48329,C48336,Green & Orange,433530663,Capsule-shape
1589,C48325,C48348,White,000094541,Round
1590,C48330,C48348,Yellow,00093-7693-56_NLMIMAGE10_9F43CF8E,Round
1591,C48325,C48348,White,604290290,Round
1592,C48325,C48345,White,597620158,Elliptical / Oval
1593,C48325,C48345,White,433530797,Elliptical / Oval
1594,C48330,C48348,Yellow,604290209,Round
1595,C48325,C48348,White,597620170,Round
1596,C48325,C48348,White,003100604,Round
1597,C48333,C48345,Blue,50844-0235-15_NLMIMAGE10_2A35955C,Capsule-shape
1598,C48325,C48345,White,65862-0142-01_A621537A,Elliptical / Oval
1599,C48333,C48348,Blue,00074-3727-90_9F1D4FFA,Round
1600,C48333,C48338,Blue,675440356,Four-sided
1601,C48330,C48345,Yellow,00093-0012-98_4D29A6AD,Elliptical / Oval
1602,C48330,C48348,Yellow,60505-3255-03_NLMIMAGE10_A0385072,Round
1603,C48330,C48348,Yellow,003780001,Round
1604,C48332,C48345,Brown & Orange,000780327,Elliptical / Oval
1605,C48325,C48345,White,001850146,Six-sided
1606,C48325,C48345,White,50111091801,Elliptical / Oval
1607,C48328,C48348,Pink,002283003,Round
1608,C48328,C48336,Yellow,523430076,Round
1609,C48325,C48348,White,002584000,Round
1610,C48331,C48348,Orange,00172-2662-46_592DAC9D,Round
1611,C48329,C48345,Green,681800351,Elliptical / Oval
1612,C48328,C48348,Pink,4ec4203e-f1f8-0398-e054-00144ff88e88,Round
1613,C48331;C48325,C48336,Orange & White,005913636,Capsule-shape
1614,C48330,C48345,Yellow,000743005,Capsule-shape
1615,C48330,C48348,Yellow,250100405,Round
1616,C48325,C48345,White,00093-7393-98_NLMIMAGE10_32391918,Capsule-shape
1617,C48331,C48336,Orange,00555105786,Capsule-shape
1618,C48331,C48344,Orange,000750700,Eight-sided
1619,C48325,C48348,White,000930350,Round
1620,C48332,C48345,Beige,422910709,Elliptical / Oval
1621,C48331,C48345,Orange,00173-0752-00_8318C1B6,Elliptical / Oval
1622,C48325,C48348,White,000090137,Round
1623,C48331,C48348,Orange,005915443,Round
1624,C48325,C48348,White,65862-0008-99_NLMIMAGE10_B044D816,Round
1625,C48333;C48324,C48336,Blue & Gray,00228-2891-03_NLMIMAGE10_8B3CC5C6,Capsule-shape
1626,C48330,C48336,Yellow,167140662,Capsule-shape
1627,C48324,C48348,Gray,006035092,Round
1628,C48325,C48348,White,00781-1183-01_B308D996,Round
1629,C48325,C48348,White,16729-0140-16_NLMIMAGE10_B13B58EA,Round
1630,C48325,C48348,White,PILLIMAGE10MG,Round
1631,C48325,C48348,White,00093720856,Round
1632,C48325,C48348,White,00143-9739-10_NLMIMAGE10_E74973AB,Round
1633,C48330;C48330,C48336,Yellow,000023231,Capsule-shape
1634,C48333,C48348,White,00024-5521-31_BE12DF56,Round
1635,C48325,C48348,White,675440161,Round
1636,C48330,C48348,Yellow,00093-7691-56_NLMIMAGE10_9A43CD1E,Round
1637,C48325,C48348,Pink,16729-0168-01_NLMIMAGE10_F946FCE7,Round
1638,C48325,C48348,White,510790628,Round
1639,C48330,C48345,Yellow,000093449,Elliptical / Oval
1640,C48330,C48336,Yellow,47781-0103-07_NLMIMAGE10_4C40A615,Capsule-shape
1641,C48325,C48345,White,005912464,Elliptical / Oval
1642,C48325,C48345,White,00071-0156-23_741C3A41,Elliptical / Oval
1643,C48326,C48348,Red,006030149,Round
1644,C48331;C48329,C48336,Green & Orange,422910626,Capsule-shape
1645,C48331,C48348,Orange,002282597,Round
1646,C48330,C48348,Yellow,510790433,Round
1647,C48327,C48336,Purple,001872612,Capsule-shape
1648,C48329,C48345,Green,540920519,Capsule-shape
1649,C48325,C48348,White,003780181,Round
1650,C48325,C48348,White,00093-5161-01_NLMIMAGE10_6342B1C5,Round
1651,C48325,C48348,White,647640302,Round
1652,C48325,C48345,White,00093731601,Elliptical / Oval
1653,C48325,C48345,White,576640509,Elliptical / Oval
1654,C48325,C48345,White,000024165,Elliptical / Oval
1655,C48330,C48348,Yellow,00677-1979-01_9B084DE2,Round
1656,C48325,C48348,White,000492720,Round
1657,C48330,C48348,Yellow,433530725,Round
1658,C48333,C48345,Blue,428470103,Elliptical / Oval
1659,C48325,C48348,White,003781051,Round
1660,C48325,C48345,White,00093-2263-01_0029803C,Elliptical / Oval
1661,C48325,C48348,White,005913540,Round
1662,C48325,C48336,White,231550063,Round
1663,C48330,C48345,Yellow,00186-0322-54_F512FAE7,Elliptical / Oval
1664,C48325,C48336,Pink,675440534,Capsule-shape
1665,C48330,C48336,Yellow,675440127,Capsule-shape
1666,C48325,C48348,White,003785522,Round
1667,C48330,C48348,Yellow,005363467,Round
1668,C48328,C48348,Pink,604290301,Round
1669,C48330,C48351,Yellow,00002-4464-30_B8155C1A,Elliptical / Oval
1670,C48325,C48348,White,422910233,Round
1671,C48331;C48328;C48330,C48348,Blue & Yellow,41814913-a908-0c8a-e054-00144ff8d46c,Capsule-shape
1672,C48333,C48336,Blue,000690950,Capsule-shape
1673,C48325,C48345,White,50419-0116-06_SPLIMAGE30_5C192E19,Elliptical / Oval
1674,C48331,C48348,Orange,23155-0110-10_880E4432,Round
1675,C48330,C48348,Yellow,003781910,Round
1676,C48325,C48345,White,005913972,Elliptical / Oval
1677,C48325,C48348,White,006033901,Round
1678,C48325,C48336,White,000060461,Capsule-shape
1679,C48329,C48345,Green,65162-0763-10_NLMIMAGE10_D23E6963,Elliptical / Oval
1680,C48325,C48336,White,540920063,Capsule-shape
1681,C48325,C48348,White,510790122,Round
1682,C48325,C48348,White,00456-2010-01_5C1B2E29,Round
1683,C48325,C48348,White,009045522,Round
1684,C48325,C48348,White,00555912366part2of2,Round
1685,C48325;C48325,C48336,White & Yellow,00093555401,Capsule-shape
1686,C48325,C48348,White,675440568,Round
1687,C48326,C48336,Red,605050117,Capsule-shape
1688,C48333,C48345,Blue,59762-8399-01_E2127113,Capsule-shape
1689,C48325,C48345,White,000743063,Capsule-shape
1690,C48333;C48325,C48336,Blue & White,57237-0018-30_NLMIMAGE10_F63AFB57,Capsule-shape
1691,C48330,C48348,Yellow,604290099,Round
1692,C48331,C48336,Orange,003786750,Capsule-shape
1693,C48332,C48348,Beige,003784735,Round
1694,C48325,C48336,Beige / White,005910410,Capsule-shape
1695,C48331,C48348,Orange,604290132,Round
1696,C48328,C48345,Pink,00093-7291-53_2A161520,Elliptical / Oval
1697,C48330,C48336,Orange,55111-0606-01_NLMIMAGE10_C94164FB,Eight-sided
1698,C48325,C48348,White,001431261,Round
1699,C48331,C48348,Orange,129480001,Round
1700,C48325,C48348,White,422910281,Round
1701,C48325,C48345,White,53489-0146-01_8021C06E,Elliptical / Oval
1702,C48330;C48326,C48336,Red & Yellow,00555-0302-02_E22B717B,Capsule-shape
1703,C48326,C48345,Red,62756-0143-01_E408F257,Capsule-shape
1704,C48328,C48348,Pink,604290772,Round
1705,C48325,C48348,White,604290757,Round
1706,C48325,C48348,White,00555-9012-58_NLMIMAGE10_832FC1CE,Round
1707,C48325,C48345,White,43598-0316-30_NLMIMAGE10_F63FFB6F,Elliptical / Oval
1708,C48330,C48348,Yellow,003781005,Round
1709,C48325,C48345,White,009046291,Elliptical / Oval
1710,C48325,C48348,White,000540019,Round
1711,C48333,C48348,Blue,57237-0123-01_NLMIMAGE10_8D4746FA,Round
1712,C48330,C48345,Yellow,009551037,Elliptical / Oval
1713,C48325,C48345,White,00781-5626-60_NLMIMAGE10_633EB1C5,Elliptical / Oval
1714,C48329;C48329,C48336,Green / Green,422910674,Capsule-shape
1715,C48325,C48348,White,272f18b6-1b10-5621-e054-00144ff8d46c,Round
1716,C48325,C48348,White,510790520,Round
1717,C48325,C48348,White,000694190,Round
1718,C48325,C48345,White,466720053,Elliptical / Oval
1719,C48325,C48345,White,32a80133-8c7c-57f8-e054-00144ff88e88,Elliptical / Oval
1720,C48325,C48348,White,009040357,Round
1721,C48324,C48336,Gray / White,422910620,Capsule-shape
1722,C48332,C48336,Brown,00591-3210-60_341C9A14,Capsule-shape
1723,C48331,C48336,Orange,005915560,Capsule-shape
1724,C48332,C48348,Brown,49884-0563-11_NLMIMAGE10_4F3BA7AD,Round
1725,C48333,C48353,Blue,004561402,Round
1726,C48333,C48348,Blue,50111046801,Round
1727,C48328,C48345,White,008327124,Eight-sided
1728,C48333;C48334,C48336,Blue,003783750,Capsule-shape
1729,C48331;C48325,C48336,Peach & White,433530882,Capsule-shape
1730,C48324,C48348,Gray,006035093,Round
1731,C48325,C48348,White,60505-2676-03_NLMIMAGE10_1C490E68,Round
1732,C48330,C48348,Yellow,006035801,Round
1733,C48332,C48348,Brown,00093-7692-56_NLMIMAGE10_9143C8CE,Round
1734,C48331,C48348,Orange,433530802,Round
1735,C48325,C48345,White,001439916,Round
1736,C48325,C48348,White,00591084510,Round
1737,C48325,C48348,White,510790941,Round
1738,C48325,C48348,White,000491560,Round
1739,C48325,C48336,White,658620032,Capsule-shape
1740,C48333;C48329,C48336,White,00009-5190-02_3C159E4C,Round
1741,C48325,C48336,White,317220218,Capsule-shape
1742,C48325,C48348,White,00781-1182-01_A708D396,Round
1743,C48325,C48348,White,006033327,Round
1744,C48333,C48345,Blue,00093108701,Elliptical / Oval
1745,C48325,C48336,White,65862-0176-99_NLMIMAGE10_4A472569,Elliptical / Oval
1746,C48330,C48348,Blue,428060011,Round
1747,C48325,C48345,White,00781-5181-01_6C23B66D,Capsule-shape
1748,C48325,C48348,Green,00172375760,Capsule-shape
1749,C48328,C48345,Pink,65162-0761-10_NLMIMAGE10_C441622B,Elliptical / Oval
1750,C48325,C48345,White,605050159,Capsule-shape
1751,C48329;C48330,C48336,Green & Yellow,009040647,Capsule-shape
1752,C48330,C48345,White & Yellow,604290205,Elliptical / Oval
1753,C48330,C48348,Yellow,00591-0796-05_580EAC35,Round
1754,C48329,C48345,Green,002282636,Capsule-shape
1755,C48326,C48345,Red,68180-0481-01_FA217D1B,Elliptical / Oval
1756,C48333,C48348,Blue,597621302,Round
1757,C48331,C48336,Orange,290330013,Capsule-shape
1758,C48325,C48348,White,003786101,Round
1759,C48332,C48345,Red,003788302,Elliptical / Oval
1760,C48330,C48345,Yellow,584680121,Rectangle
1761,C48332,C48345,Brown,000780563,Elliptical / Oval
1762,C48330,C48348,Yellow,23155-0054-19_NLMIMAGE10_614530F9,Round
1763,C48331,C48348,White,5b709152-f440-f5e6-e053-2991aa0a3ffa,Round
1764,C48325,C48345,White,605050147,Elliptical / Oval
1765,C48334;C48333,C48336,Blue,001350461,Capsule-shape
1766,C48329;C48325,C48336,Green & White,68462-0130-01_NLMIMAGE10_783CBC35,Capsule-shape
1767,C48331;C48328;C48326,C48336,Pink / Red,67253-0141-50_E215711B,Capsule-shape
1768,C48325,C48348,White,000544496,Round
1769,C48326,C48348,Orange,001431264,Round
1770,C48325;C48327,C48336,Purple / White,004562615,Capsule-shape
1771,C48325,C48348,White,510790206,Round
1772,C48325,C48336,White,007812811,Capsule-shape
1773,C48325,C48348,White,422910141,Round
1774,C48325,C48348,White,422910845,Round
1775,C48330,C48345,Yellow,00003-4222-16_F215F93F,Capsule-shape
1776,C48325,C48348,White,604290076,Round
1777,C48325,C48348,White,576640223,Round
1778,C48330,C48338,Yellow,000251720,Four-sided
1779,C48330,C48336,Yellow,000780371,Capsule-shape
1780,C48325,C48348,White,005912468,Round
1781,C48333;C48330,C48336,Blue / Yellow,009040644,Capsule-shape
1782,C48329,C48348,Green,003783040,Round
1783,C48331,C48345,Peach,000560521,Elliptical / Oval
1784,C48325,C48348,White,003782457,Round
1785,C48331,C48345,Orange,003780434,Elliptical / Oval
1786,C48328,C48348,Orange,605050267,Round
1787,C48325,C48345,Peach,597620049,Elliptical / Oval
1788,C48325,C48348,White,003781012,Round
1789,C48330;C48325,C48336,White & Yellow,00555063302,Capsule-shape
1790,C48330,C48348,Yellow,10370-0117-10_851DC2BE,Round
1791,C48325,C48348,White,604290109,Round
1792,C48327,C48336,Pink & Purple,001860606,Capsule-shape
1793,C48327,C48345,Purple,00093171301,Capsule-shape
1794,C48325,C48348,White,000090121,Round
1795,C48325,C48338,White,000691520,Four-sided
1796,C48330,C48345,Yellow,00310-0282-60_0F1C87E4,Elliptical / Oval
1797,C48328,C48345,Gray,000060757,Elliptical / Oval
1798,C48331,C48345,Orange,605052532,Elliptical / Oval
1799,C48325,C48348,White,683820042,Round
1800,C48330,C48345,Yellow,000780491,Elliptical / Oval
1801,C48332,C48348,Brown,59762-5021-01_19230CB8,Round
1802,C48325,C48348,White,003100201,Round
1803,C48327,C48348,Purple,005271343,Round
1804,C48325,C48348,White,000245811,Round
1805,C48331,C48348,Orange,428580301,Round
1806,C48328,C48348,White,18a79505-b506-62c0-e054-00144ff88e88,Capsule-shape
1807,C48330,C48348,Yellow,50111047101,Round
1808,C48325,C48348,White,503830565,Round
1809,C48325,C48345,White,42543-0708-90_NLMIMAGE10_014980FC,Elliptical / Oval
1810,C48325,C48348,White,003783701,Round
1811,C48325,C48345,White,162520599,Round
1812,C48325,C48348,White,510790848,Round
1813,C48325,C48345,White,000692170,Elliptical / Oval
1814,C48330,C48348,Yellow,003783020,Round
1815,C48328,C48336,Peach & White,49884-0099-02_NLMIMAGE10_734739A9,Capsule-shape
1816,C48325,C48345,White,00093894701,Capsule-shape
1817,C48325,C48348,White,00378-6233-01_47242381,Round
1818,C48329,C48345,Green,634020308,Elliptical / Oval
1819,C48325,C48336,White,57664-0166-58_NLMIMAGE10_043F826C,Elliptical / Oval
1820,C48330,C48348,Yellow,00093-7201-98_D327E9EF,Round
1821,C48325,C48348,White,003780215,Round
1822,C48332,C48348,Brown,16571-0201-11_B205597A,Round
1823,C48325,C48345,White,00115-5522-10_NLMIMAGE10_DD406E83,Elliptical / Oval
1824,C48325,C48345,White,00093223801,Capsule-shape
1825,C48331,C48348,Peach,00378-0424-01_10090848,Round
1826,C48331,C48348,Orange,00378-0257-10_7407BA5D,Round
1827,C48330,C48348,Yellow,002283004,Round
1828,C48325,C48345,White,422910305,Elliptical / Oval
1829,C48325,C48345,White,009046140,Elliptical / Oval
1830,C48331,C48348,Orange,510790563,Round
1831,C48330,C48348,Yellow,605053134,Round
1832,C48332,C48345,Brown,000780614,Elliptical / Oval
1833,C48331,C48348,Pink,00093614882part1of2,Round
1834,C48328,C48348,Pink,50111047001,Round
1835,C48333,C48336,Blue / White,604290542,Capsule-shape
1836,C48330,C48348,Yellow,547380907,Round
1837,C48325,C48348,White,59762-3742-02_6E16B705,Round
1838,C48329,C48336,Green,669930075,Capsule-shape
1839,C48333,C48336,Blue / Blue,604290287,Capsule-shape
1840,C48325,C48345,White,009047632,Elliptical / Oval
1841,C48325,C48345,White,00781-1962-60_00050068,Elliptical / Oval
1842,C48325,C48345,White,000876063,Elliptical / Oval
1843,C48330;C48330,C48336,Yellow,1pt5mg_Capsule,Capsule-shape
1844,C48325,C48348,White,00378-9290-91_240E9224,Round
1845,C48325,C48345,White,498840404,Elliptical / Oval
1846,C48331,C48348,Orange,003785125,Round
1847,C48324,C48345,Gray,68382-0272-01_NLMIMAGE10_08470408,Elliptical / Oval
1848,C48331,C48348,White,00228-2850-11_NLMIMAGE10_0C3E0630,Round
1849,C48324,C48348,Gray,006035063,Round
1850,C48325,C48348,White,604290374,Round
1851,C48325;C48332,C48336,Brown & White,00093-5297-01_NLMIMAGE10_3C421E30,Capsule-shape
1852,C48325,C48348,White,00228-2551-06_6A233509,Round
1853,C48325,C48350,White,00093517220,Four-sided
1854,C48333;C48325,C48336,Blue & White,000493960,Capsule-shape
1855,C48325,C48353,White,605052503,Three-sided
1856,C48325,C48348,White,009045125,Round
1857,C48333,C48348,Blue,00555-9016-58_NLMIMAGE10_492FA48D,Round
1858,C48328,C48345,Pink,604290530,Elliptical / Oval
1859,C48331;C48325,C48336,Orange / White,000495730,Capsule-shape
1860,C48332,C48348,White,005913592,Round
1861,C48325,C48348,White,003780018,Round
1862,C48325,C48345,White,646790949,Elliptical / Oval
1863,C48333,C48348,Blue,605053097,Round
1864,C48332,C48348,Brown,605052763,Round
1865,C48325,C48345,White,68382-0143-16_34089A34,Capsule-shape
1866,C48331,C48348,Peach,001850070,Round
1867,C48332,C48345,Brown,000710535,Elliptical / Oval
1868,C48325,C48345,White,000690468,Elliptical / Oval
1869,C48325,C48345,White,604290298,Elliptical / Oval
1870,C48330,C48345,Yellow,00378-1809-01_5623AB5D,Capsule-shape
1871,C48332,C48348,Orange,007811764,Round
1872,C48331,C48345,Orange,000251041,Elliptical / Oval
1873,C48325,C48348,White,605053113,Round
1874,C48326,C48348,Orange,003785105,Round
1875,C48327,C48348,Purple,007811036,Round
1876,C48333,C48336,Blue & White,000033623,Capsule-shape
1877,C48325,C48345,White,00555-0211-10_C32B61BB,Elliptical / Oval
1878,C48324,C48345,Gray,516724053,Elliptical / Oval
1879,C48331,C48348,Orange,651620415,Round
1880,C48331,C48348,Beige,576640428,Round
1881,C48330,C48348,Yellow,005361006,Round
1882,C48325,C48348,White,604290769,Round
1883,C48325,C48348,White,422910230,Round
1884,C48325,C48348,White,422910142,Round
1885,C48333,C48336,Blue / Clear,000323016,Capsule-shape
1886,C48328,C48348,Pink,000913715,Round
1887,C48328,C48348,Pink,52544038428part1of2,Round
1888,C48325,C48336,White,009046108,Elliptical / Oval
1889,C48325,C48348,White,003783017,Round
1890,C48325,C48345,White,00093722398,Elliptical / Oval
1891,C48325,C48336,White,55111-0293-09_NLMIMAGE10_8443422A,Capsule-shape
1892,C48330,C48348,Yellow,762820422,Round
1893,C48330,C48336,Yellow,678770106,Elliptical / Oval
1894,C48325,C48345,White,422910685,Capsule-shape
1895,C48325,C48348,White,000090044,Round
1896,C48328,C48348,Pink,604290073,Round
1897,C48328,C48348,Pink,604290524,Round
1898,C48325,C48348,White,00172409760,Round
1899,C48333,C48348,Blue,510790147,Round
1900,C48330,C48336,Yellow,00093-5506-56_1E270F18,Capsule-shape
1901,C48329;C48325,C48336,Green & White,51672-4003-02_NLMIMAGE10_75493AD9,Capsule-shape
1902,C48331;C48329,C48336,Green & Orange,637390811,Capsule-shape
1903,C48330,C48345,Brown,31722-0713-90_NLMIMAGE10_464A2351,Round
1904,C48325;C48331,C48336,Gray,001850300,Capsule-shape
1905,C48325,C48348,White,00172-2908-60_SPLIMAGE30_BC26DE56,Round
1906,C48325,C48348,White,00378-3547-52_NLMIMAGE10_8046C026,Round
1907,C48333,C48336,Blue,317220274,Capsule-shape
1908,C48329,C48336,Green,47335-0673-81_NLMIMAGE10_5A402D11,Capsule-shape
1909,C48325,C48336,Brown,656490101,Capsule-shape
1910,C48333,C48345,Blue,000494900,Elliptical / Oval
1911,C48333,C48336,Blue,000460473,Capsule-shape
1912,C48333,C48345,Blue,597626730,Elliptical / Oval
1913,C48330,C48348,Yellow,64980-0141-06_B612DB06,Round
1914,C48333,C48336,Blue,395060022,Capsule-shape
1915,C48330,C48345,Yellow,000876072,Elliptical / Oval
1916,C48325,C48345,White,000090073,Elliptical / Oval
1917,C48328,C48348,White,293000188,Round
1918,C48328,C48348,Pink,510790454,Round
1919,C48325,C48348,White,006033181,Round
1920,C48330,C48348,Yellow,604290347,Round
1921,C48331,C48345,Orange,615700073,Elliptical / Oval
1922,C48325,C48345,White,00603-2406-21_92204932,Elliptical / Oval
1923,C48331;C48328,C48336,Orange,003783025,Capsule-shape
1924,C48325,C48345,White,003788170,Capsule-shape
1925,C48325,C48345,White,00093736956,Elliptical / Oval
1926,C48325,C48348,White,683820092,Round
1927,C48325,C48336,White,003786810,Capsule-shape
1928,C48328,C48348,Pink,00555071558,Round
1929,C48333,C48336,Purple,00093737301,Capsule-shape
1930,C48325;C48328,C48336,Pink & White,510790997,Capsule-shape
1931,C48326,C48336,Brown,597621350,Capsule-shape
1932,C48329,C48348,Green,003786605,Round
1933,C48325,C48345,White,433530796,Elliptical / Oval
1934,C48325,C48345,White,006036469,Capsule-shape
1935,C48325,C48348,White,50111091701,Round
1936,C48330,C48345,Yellow,001873013,Elliptical / Oval
1937,C48331;C48332,C48336,Orange / Tan,001490031,Capsule-shape
